left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,left_22,left_23,left_24,left_25,left_26,left_27,left_28,left_29,left_30,left_31,left_32,left_33,left_34,left_35,left_36,left_37,left_38,left_39,left_40,left_41,left_42,left_43,left_44,left_45,left_46,left_47,left_48,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,right_22,right_23,right_24,right_25,right_26,right_27,right_28,right_29,right_30,right_31,right_32,right_33,right_34,right_35,right_36,right_37,right_38,right_39,right_40,right_41,right_42,right_43,right_44,right_45,right_46,right_47,right_48,direction
0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,26,458,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,21,183,0,0,0,0,0,0,0,0,0,0,11,88,0,0,0,0,0,0,0,0,0,0,38,20,0,0,forward
0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,58,202,0,0,0,0,0,0,0,0,0,0,65,12,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,38,197,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,18,5,0,0,forward
0,0,0,0,0,0,0,0,112,19,0,0,0,0,0,0,0,0,0,0,52,26,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,51,65,0,0,0,0,0,0,0,0,0,0,71,37,0,0,0,0,0,0,0,0,0,0,44,0,0,0,forward
0,0,0,0,0,0,0,0,76,18,0,0,0,0,0,0,0,0,0,0,41,33,0,0,0,0,0,0,0,0,0,0,62,7,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,63,0,0,0,0,0,0,0,0,0,0,66,39,0,0,0,0,0,0,0,0,0,0,41,3,0,42,forward
0,0,0,0,0,0,0,0,30,14,0,0,0,0,0,0,0,0,0,0,20,47,23,0,0,0,0,0,0,0,0,0,49,22,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,61,0,0,0,0,0,0,0,0,0,0,46,40,0,0,0,0,0,0,0,0,0,0,23,14,0,140,forward
0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,8,52,16,0,0,0,0,0,0,0,0,0,53,30,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,65,0,0,0,0,0,0,0,0,0,0,37,38,0,0,0,0,0,0,0,0,0,0,11,11,0,183,forward
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,58,17,0,0,0,0,0,0,0,0,0,54,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,0,0,0,0,0,0,0,0,0,0,27,39,0,0,0,0,0,0,0,0,0,0,4,12,0,174,forward
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,52,0,0,0,0,0,0,0,0,0,0,67,35,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,28,79,0,0,0,0,0,0,0,0,0,0,32,41,0,0,0,0,0,0,0,0,0,0,0,0,0,63,forward
0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,37,46,0,0,0,0,0,0,0,0,0,0,83,30,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,49,91,0,0,0,0,0,0,0,0,0,0,32,41,0,0,0,0,0,0,0,0,0,0,0,0,0,23,forward
0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,25,51,0,0,0,0,0,0,0,0,0,0,56,37,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,31,93,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,136,forward
